-0.041941084	-0.37201056	0.23231319	0.094786726	0.28332773	0.11972139	-0.1769739	0.21671796	-0.3417233	0.31562668	-0.005763636	0.023807254	0.1306359	-0.4678271	0.105477214	0.32931286
-0.064026706	-0.5448757	0.49226627	0.31624174	0.011656493	0.02444111	-0.42264724	0.19019179	-0.28295082	0.15610676	0.007403838	0.056124404	0.3602515	-0.22317715	0.041595116	0.51628965
0.24350096	-0.3965493	-0.08634859	-0.10989438	0.28847042	0.003012133	0.123591274	0.2789606	-0.46909007	0.17306301	0.18302019	-0.061570965	-0.15737912	-0.5189293	0.28660303	0.11402033
0.06317481	-0.26922846	0.02707234	-0.0384799	0.067606784	0.22739574	-0.015343501	0.38614228	-0.40592578	0.1712774	0.3346975	-0.18040471	-0.07823915	-0.339549	-0.092495285	0.13599353
0.053984195	-0.15820238	0.03939467	0.077241145	-0.09729391	0.23676457	0.0010671185	0.1246335	-0.42430773	0.15887003	0.20015806	-0.32075888	-0.035188723	-0.43756518	-0.20256458	0.0681658
0.4267852	-0.18646812	-0.41257	-0.443398	0.4283519	-0.42670253	0.48535678	0.33465245	-0.3797469	-0.12550332	0.28267652	0.067815006	-0.4566259	-0.5978182	0.48923793	-0.33084634
-0.044896096	-0.3888775	0.26603755	0.056218788	0.2577408	0.090925105	-0.2849983	0.25432038	-0.209763	0.09793436	0.0884507	0.13752031	0.14955997	-0.24325337	0.087343074	0.38089642
-0.028581211	-0.29569864	0.12230561	0.026206592	0.24894203	0.15667467	-0.07269789	0.20683086	-0.3371609	0.2679526	0.09812588	0.07053379	0.048239056	-0.4177747	0.047478016	0.2744177
0.22077121	0.24446042	-0.42755306	-0.31105405	0.37833777	0.21120909	0.41416654	0.12606566	-0.52737546	0.3964094	0.17100799	-0.35464135	-0.30702913	-0.59754497	0.04268854	-0.29947808
0.082013056	-0.36809862	0.05611769	-0.064364694	0.26027453	0.050730046	-0.036569737	0.2520212	-0.08907731	0.08818993	0.15449716	0.12890406	0.023898179	-0.2598004	0.20330535	0.25956964
-0.18099777	-0.25067893	0.4396766	-0.07377617	0.36190948	0.35540065	-0.33687904	0.25017795	0.22095218	0.08840531	0.15326196	0.43868765	0.14394368	0.07119549	0.23741202	0.61751026
-0.34099782	-0.011466884	0.03588124	0.17531793	0.12010776	0.34152448	-0.055434734	-0.11671519	-0.4057044	0.582044	-0.13563585	-0.17245956	0.12876916	-0.5351995	-0.20561694	0.33099538
-0.16573219	0.20654175	-0.084622346	0.109310776	-0.30882642	0.39626396	0.09107109	0.07154214	-0.5581282	0.34712592	0.2488206	-0.4774256	-0.18500571	-0.45186263	-0.41916814	-0.18141435
-0.11355006	-0.49769178	0.33547017	0.16421892	-0.061572663	0.06007773	-0.36827406	0.12189796	-0.3202634	0.057540175	0.045377582	-0.0076221265	0.24524686	-0.13889362	-0.04259349	0.40621948
-0.12921557	-0.5458479	0.29131588	0.43307355	-0.40905994	-0.028092045	-0.42387986	-0.020298518	-0.4188683	-0.03922935	0.027309638	-0.40825638	0.27937144	-0.11882808	-0.2599253	0.19578515
-0.2759537	-0.42823264	0.35766712	0.34475547	-0.18816043	0.045698237	-0.37860775	-0.045170385	-0.2630474	0.29466626	-0.098187394	-0.1737372	0.37543657	-0.2881646	-0.11811197	0.40663725
-0.18287525	-0.32829854	0.16305512	0.35305148	-0.29648438	0.05659596	-0.28764525	-0.09401688	-0.48409933	0.22388251	-0.07417036	-0.43040732	0.20534588	-0.31595895	-0.21581393	0.13363612
0.035171866	-0.48048174	0.1792347	0.12246367	-0.08166651	0.04215561	-0.15735886	0.2601571	-0.4151279	-0.050412055	0.17591898	-0.19876227	0.09567277	-0.18474811	-0.10104574	0.1318811
0.5867779	-0.746244	-0.17012157	-0.30709103	0.45986417	-0.64472806	0.30424193	0.5630468	-0.09613283	-0.6324491	0.47449762	0.34859377	-0.34635457	-0.21731223	0.63109934	-0.22179446
-0.14154209	-0.02182207	0.17234641	-0.032848626	-0.06076108	0.46722546	-0.040577948	0.35330307	-0.38228297	0.025511334	0.4653581	-0.13957143	-0.097118065	-0.1747179	-0.2712129	0.11824123
-0.013700086	-0.110152826	0.18746506	-0.051519684	0.09226056	0.33522624	0.001989485	0.30247977	-0.32532626	0.09944945	0.351134	-0.09143713	-0.123921245	-0.19781658	-0.1499566	0.19577138
0.17147356	-0.16258991	-0.12196533	0.002075977	0.4246733	-0.26754817	0.097507715	-0.074790984	-0.09092534	0.31562215	-0.17726979	0.09003214	0.030520957	-0.51980746	0.39475155	0.059095524
-0.21693406	-0.23479041	0.1860819	0.19511932	0.0653847	-0.15538369	-0.2116091	-0.11988155	-0.2183663	0.3340604	-0.22106506	-0.13966092	0.20576754	-0.44205037	0.014875514	0.1779307
0.28555402	-0.4816294	0.23419468	-0.052767407	0.30516246	-0.31211388	-0.13727054	0.21799822	0.06645093	-0.04889704	-0.059308007	0.2582517	0.13514672	-0.12521572	0.35122445	0.2869104
0.23770946	-0.5231915	0.026418764	0.016180215	0.13410455	-0.29769662	-0.09111849	0.17326342	-0.16501766	-0.045281064	-0.021152599	-0.09500941	0.05634535	-0.2629475	0.28257933	0.11122509
-0.135946	0.17266665	-0.23120064	-0.11695232	0.17820077	0.25990164	0.23750407	0.056162037	-0.41433257	0.42589644	0.15413152	-0.17326704	-0.22109188	-0.48883536	-0.16350222	-0.046251137
0.030480154	0.029744579	-0.09139754	0.014910517	-0.13852534	0.26901883	0.10525269	0.17883144	-0.5546385	0.16033347	0.30744985	-0.43849438	-0.10543968	-0.41104665	-0.24188921	-0.10248133
-0.426697	-0.34410888	0.29655972	0.41425875	0.32053638	-0.53575486	-0.4026045	-0.5969339	0.28515792	0.6570902	-0.57053125	0.24260327	0.44471416	-0.66388077	0.55772936	0.46243608
0.12439315	-0.32293984	0.11360405	-0.006993766	0.025879394	-0.031696238	-0.09536548	0.21249646	-0.14563926	-0.14039047	0.097319916	-0.037678685	0.043862052	-0.12499054	0.10853551	0.18277787
0.047963746	-0.40186024	0.252754	0.0815282	-0.034129906	0.061999205	-0.27001497	0.19971812	-0.25735557	0.052074693	0.11577201	-0.10044061	0.09468127	-0.12713133	0.033284824	0.21659553
-0.21357383	0.15318133	-0.09064695	0.13302915	-0.21932423	0.3605664	0.028850088	-0.074687384	-0.50602275	0.48088703	0.1628897	-0.5372453	-0.025816346	-0.45027435	-0.38503423	-0.12335164
